"gene","logFC_106839","logFC_299945","adjP_106839","adjP_299945","avg_logFC","direction_consistent","fisher_combined_p","stouffer_combined_p","effect_ratio","effect_consistent","integrated_score","fisher_FDR","stouffer_FDR"
"SLC18A2",1.47189059498126,0.965883993806629,0.000405393623023655,0.00415402685638725,1.21888729439394,TRUE,2.40718789487911e-05,1.14571609934888e-05,0.656219964377806,TRUE,1,0.000153987355449022,7.92095404411184e-05
"WDR3",-1.0029738053191,-1.18377453854961,0.000405393623023655,3.16955651925631e-05,-1.09337417193435,TRUE,2.46318598797546e-07,1.01559729737133e-07,0.847267594172091,TRUE,0.75,1.15504554227944e-05,5.64918754147482e-06
"SLC9A7",-1.73401434004562,-1.74398505660084,0.000405393623023655,0.000170397282813771,-1.73899969832323,TRUE,1.20803763987563e-06,4.76471811006185e-07,0.994282797024272,TRUE,0.75,2.29581323667845e-05,1.03725640164602e-05
"JDP2",-2.03747710108868,-0.768586485358498,0.000405393623023655,0.000332566226464812,-1.40303179322359,TRUE,2.2675850324315e-06,8.99236830109729e-07,0.377224600437385,TRUE,0.75,3.17266162565996e-05,1.43000588593059e-05
"DONSON",-1.87630887378183,-1.60096173644724,0.000405393623023655,1.88769612343744e-05,-1.73863530511454,TRUE,1.50666069776024e-07,6.388523776657e-08,0.85325063416685,TRUE,0.75,1.08837230904699e-05,4.92264795735861e-06
"CAT",1.01919546629087,2.96886839864489,0.000405393623023655,2.63710492904981e-06,1.99403193246788,TRUE,2.31521970622723e-08,1.14833783593227e-08,0.343294255399151,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"ALDOB",1.27306341826321,3.58788634444227,0.000413525540617609,6.84416576587545e-06,2.43047488135274,TRUE,5.85375309407979e-08,2.6739944036791e-08,0.354822671636524,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"SLCO2A1",1.10622556492552,1.74884153213407,0.000414036436137407,2.37079657551283e-05,1.4275335485298,TRUE,1.90814991745629e-07,8.00519014410028e-08,0.63254762915861,TRUE,1,1.14011267411847e-05,5.35268336250283e-06
"MAD2L1BP",-1.60683707524581,-2.06005627833854,0.000418627563249575,1.38691490520992e-05,-1.83344667679218,TRUE,1.15913308358527e-07,5.03255764838784e-08,0.779996688508792,TRUE,0.75,1.0460770248046e-05,4.92264795735861e-06
"PGBD5",-1.55040445980657,-2.44645242617368,0.000425413597060339,0.00392020171717528,-1.99842844299012,TRUE,2.38549840523501e-05,1.12357023818177e-05,0.633735789512755,TRUE,0.75,0.000153294044600242,7.80605027772843e-05
"CYP1B1",-3.40990225317628,-5.32639811478046,0.000425413597060339,7.30570621980168e-06,-4.36815018397837,TRUE,6.39904592507425e-08,2.92000665869097e-08,0.640189144651803,TRUE,0.75,9.95349288036787e-06,4.89521725828834e-06
"CCNO",-1.91044474696473,-1.83248875572351,0.000427457027494298,2.2284737134625e-05,-1.87146675134412,TRUE,1.85459694931604e-07,7.83683710148253e-08,0.959194846453905,TRUE,0.75,1.14011267411847e-05,5.35268336250283e-06
"GLI3",-1.75168820015486,-3.16426095539683,0.000427457027494298,3.04537099389723e-05,-2.45797457777585,TRUE,2.49378638788506e-07,1.0361123092828e-07,0.55358525255866,TRUE,0.75,1.15504554227944e-05,5.66586318289097e-06
"KRT80",1.34268869755431,1.70667971096222,0.000427457027494298,0.00228266832687484,1.52468420425826,TRUE,1.44800858190365e-05,6.4069955677537e-06,0.78672564566746,TRUE,1,0.000109387885385163,5.24186239693826e-05
"SALL3",0.855553625975796,1.34758642822989,0.000427457027494298,0.000327145415970671,1.10157002710284,TRUE,2.34691170802799e-06,9.32103931039485e-07,0.634878482042597,TRUE,1,3.25571581624308e-05,1.47123145614352e-05
"CACNA1S",-2.22745094815623,-3.54847926218684,0.000427457027494298,2.7456215103678e-05,-2.88796510517153,TRUE,2.26048887339641e-07,9.44231917099358e-08,0.627719871972284,TRUE,0.75,1.15504554227944e-05,5.48312264110675e-06
"PAPLN",1.23365619155064,1.68654631008699,0.000427457027494298,0.00195646985236569,1.46010125081882,TRUE,1.2539810042274e-05,5.46692540082105e-06,0.731468910264916,TRUE,1,9.84142869614019e-05,4.68525757675331e-05
"LZTS3",1.17524157791788,2.99600398780941,0.000427457027494298,0.000310019356493318,2.08562278286365,TRUE,2.23117650425777e-06,8.85373399817091e-07,0.392269697470324,TRUE,1,3.14666423462377e-05,1.41515626776415e-05
"RFX2",-2.71077984579782,-2.34285960533894,0.000427457027494298,0.000100602900145766,-2.52681972556838,TRUE,7.72426779381303e-07,3.07530945709011e-07,0.864275130631056,TRUE,0.75,1.85469954165324e-05,8.04516140688142e-06
"CFAP65",1.13341941488157,1.96664495736877,0.000427457027494298,0.00426590837542596,1.55003218612517,TRUE,2.59205028501625e-05,1.23437556592831e-05,0.57632131851496,TRUE,1,0.000162665193502999,8.36944431345952e-05
"FBLN1",0.903436544084984,1.97211955799329,0.000427457027494298,8.708601144729e-06,1.43777805103914,TRUE,7.59730438744034e-08,3.42138398723435e-08,0.458104347894743,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"TBX3",1.03918483256549,2.95273216914972,0.000428811080192765,3.21886579284819e-06,1.99595850085761,TRUE,2.95394524135677e-08,1.45112156735294e-08,0.351940092441481,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"ARL9",-1.21807925593005,-1.02701731292637,0.000428811080192765,2.40367037286527e-05,-1.12254828442821,TRUE,1.99861059493739e-07,8.41221398095726e-08,0.843144900404863,TRUE,0.75,1.14433812386086e-05,5.44289509180105e-06
"EGFR",1.32487436359206,2.95363788749684,0.000435712357024334,1.65624576186078e-05,2.13925612554445,TRUE,1.42502863030676e-07,6.14646900043425e-08,0.448556801495688,TRUE,1,1.05952128688422e-05,4.92264795735861e-06
"MCAM",0.956970928196635,1.06051110042365,0.000438880528999068,0.00020089133814492,1.00874101431014,TRUE,1.52035948628372e-06,6.02071546951244e-07,0.90236766764096,TRUE,1,2.56495493565273e-05,1.15195449931349e-05
"DMRTA2",-1.74773988975403,-3.20922727401194,0.000438880528999068,0.000396534760493951,-2.47848358188298,TRUE,2.8826611205193e-06,1.1502731199764e-06,0.54459835359966,TRUE,0.75,3.68712361547515e-05,1.64644422099099e-05
"HSPH1",-1.25249552639429,-1.47739857699488,0.000438880528999068,1.07339961072093e-05,-1.36494705169459,TRUE,9.50356113486274e-08,4.22844643743758e-08,0.847770903463264,TRUE,0.75,9.95349288036787e-06,4.89521725828834e-06
"E2F1",-1.89956103794221,-0.987039328889239,0.000438880528999068,5.76788267851923e-05,-1.44330018341572,TRUE,4.68106159329037e-07,1.89692574537048e-07,0.519614431531243,TRUE,0.75,1.42721863542191e-05,6.56564813053483e-06
"GPATCH3",-0.938603440719851,-1.99755979216135,0.000445902133753217,1.96080651723319e-05,-1.4680816164406,TRUE,1.70974634037464e-07,7.31737764825269e-08,0.469875016709406,TRUE,0.75,1.10976665573536e-05,5.21194058374704e-06
"KCNK12",-1.32640634489512,-2.7205347407253,0.000449958045676951,4.51876383737646e-05,-2.02347054281021,TRUE,3.80443061609872e-07,1.5601768621476e-07,0.487553540500461,TRUE,0.75,1.30625769498324e-05,6.23353319074401e-06
"SNCB",-1.96822235705368,-2.79464126703617,0.000453789558821414,0.00136388304818334,-2.38143181204492,TRUE,9.46650197070719e-06,4.00200961336861e-06,0.704284439033229,TRUE,0.75,8.12746274881157e-05,3.80556400684135e-05
"ST8SIA6",-2.90490022767543,-1.81379893488849,0.000453789558821414,0.00772761467318265,-2.35934958128196,TRUE,4.75539168895337e-05,2.47199858558478e-05,0.624392850951694,TRUE,0.75,0.000252865118918248,0.000140009388754385
"RFTN1",-1.29661596543125,-1.89484290093286,0.000456878081868786,8.89568107019945e-06,-1.59572943318205,TRUE,8.25896127715031e-08,3.74932832558628e-08,0.684286789576544,TRUE,0.75,9.95349288036787e-06,4.89521725828834e-06
"CECR2",-0.995973126216484,-1.93600760687412,0.000456878081868786,2.72678489830886e-05,-1.4659903665453,TRUE,2.39206350010453e-07,1.00713814954467e-07,0.514446907481206,TRUE,0.75,1.15504554227944e-05,5.64918754147482e-06
"TMEM123",0.803666567560363,2.48609102293647,0.000456878081868786,4.20238764125372e-06,1.64487879524841,TRUE,4.04557806421248e-08,1.95889249265946e-08,0.323265142002365,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"SLC40A1",1.07407767199246,1.8962047414943,0.000456878081868786,5.66876649705544e-06,1.48514120674338,TRUE,5.37971827016078e-08,2.53551065698687e-08,0.566435495328441,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"FAM131B",-1.27942496007848,-3.33404297993337,0.000456878081868786,0.000242866813787115,-2.30673397000592,TRUE,1.8878924908297e-06,7.49455710158387e-07,0.383745790854816,TRUE,0.75,2.8625718698162e-05,1.31519391289907e-05
"IL20RA",1.0203839295777,3.39583485024328,0.000456878081868786,9.53049281420452e-06,2.20810938991049,TRUE,8.81832131378489e-08,3.98175312721349e-08,0.30048102295216,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"PLXNA2",0.840057241500941,1.85768048989768,0.000456878081868786,6.01154932144871e-05,1.34886886569931,TRUE,5.05648211388766e-07,2.05355372262517e-07,0.45220760301316,TRUE,1,1.4528387253326e-05,6.69082503411528e-06
"KLF11",-1.02813745109938,-1.30500181389385,0.000456878081868786,0.000155467462502642,-1.16656963249661,TRUE,1.24019008230881e-06,4.92843659105624e-07,0.787843695045627,TRUE,0.75,2.32754656441066e-05,1.0629371131245e-05
"SH3BP2",1.4615668892412,2.28586399502381,0.000456878081868786,4.91197683305832e-05,1.8737154421325,TRUE,4.1769346483039e-07,1.70955086531421e-07,0.639393635151933,TRUE,1,1.3548555319118e-05,6.38332737198382e-06
"FBP1",1.05353684505961,3.29487582347667,0.000456878081868786,7.85551843169443e-06,2.17420633426814,TRUE,7.33787886862243e-08,3.36450882709727e-08,0.319750091203117,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"IQCH",0.987398447625024,1.29759040750626,0.000458841017106602,0.000107228576325037,1.14249442756564,TRUE,8.77121336282146e-07,3.50588069686353e-07,0.760947708855704,TRUE,1,1.94619906971923e-05,8.66351159959629e-06
"ANGPTL3",1.56324452471723,3.22268354277688,0.000458841017106602,0.002798765072748,2.39296403374705,TRUE,1.87046941631068e-05,8.43234438419049e-06,0.485075405005554,TRUE,1,0.000130962462504685,6.38682238610539e-05
"KCNT1",0.924105324643329,1.92657167592717,0.000480499495605596,6.11045727260418e-05,1.42533850028525,TRUE,5.38581478630514e-07,2.19620049146663e-07,0.479663090758667,TRUE,1,1.49183549440269e-05,6.89444272802634e-06
"SLC35F1",-2.11058438642803,-4.18302920381827,0.000480854715369689,9.02149394343241e-05,-3.14680679512315,TRUE,7.78817467206472e-07,3.13695443066031e-07,0.50455884565699,TRUE,0.75,1.85494922474923e-05,8.08170995570723e-06
"RNF208",-2.21441312597699,-2.19831088011723,0.000480854715369689,2.83287502167012e-05,-2.20636200304711,TRUE,2.60338176393945e-07,1.10027639110832e-07,0.99272843641014,TRUE,0.75,1.18234046742142e-05,5.74113067800963e-06
"TNFRSF21",-1.24342827320635,-1.45877484187518,0.000480854715369689,3.70274884369557e-05,-1.35110155754077,TRUE,3.35510807046664e-07,1.39817256328278e-07,0.852378473711534,TRUE,0.75,1.24727614058225e-05,5.92545532319244e-06
"GDF11",-1.0932483464975,-2.64648252064834,0.000480854715369689,0.000109154738687641,-1.86986543357292,TRUE,9.323204197363e-07,3.73818079157928e-07,0.413094867609278,TRUE,0.75,2.01141988661228e-05,8.90023044646798e-06
"LRP8",-1.57564810876547,-0.544719659413767,0.000480854715369689,0.00529345504767679,-1.06018388408962,TRUE,3.53330430903434e-05,1.72214832072637e-05,0.345711492549283,TRUE,0.75,0.000202888312068592,0.00010613084458935
"MAP4K4",0.950210770711876,2.00989130382594,0.000480854715369689,3.46422381474692e-05,1.48005103726891,TRUE,3.15006945595197e-07,1.31711938800017e-07,0.472767243135536,TRUE,1,1.24048522082989e-05,5.92545532319244e-06
"FAM60A",-0.99810006186388,-1.23070421116133,0.000480854715369689,3.34047171116376e-05,-1.1144021365126,TRUE,3.04338295733086e-07,1.27489220402843e-07,0.810999144077069,TRUE,0.75,1.21800840025162e-05,5.87281865290489e-06
"AATF",-1.00366230403877,-1.1983410738432,0.00048508034834841,2.57410125366609e-05,-1.10100168894099,TRUE,2.39722800691263e-07,1.01973300359326e-07,0.83754310516948,TRUE,0.75,1.15504554227944e-05,5.64918754147482e-06
"ABAT",0.891546240240981,1.6647803161375,0.00048508034834841,1.38596637741425e-05,1.27816327818924,TRUE,1.33235558778305e-07,5.90000113209754e-08,0.535533866900518,TRUE,1,1.0460770248046e-05,4.92264795735861e-06
"CDH17",0.799208338322277,2.16475676870935,0.000496018493490577,2.17979543917864e-05,1.48198255351581,TRUE,2.09135748316984e-07,9.01034763467479e-08,0.369190825442608,TRUE,1,1.15504554227944e-05,5.48312264110675e-06
"MPZL3",-0.962734905369823,-2.78790056687979,0.000496176350475009,0.000155636396296927,-1.87531773612481,TRUE,1.34187237220525e-06,5.36054824085141e-07,0.34532612705313,TRUE,0.75,2.42509812938416e-05,1.10957516686769e-05
"SOBP",-0.927600984879856,-1.31871800003821,0.000496176350475009,5.32039772453843e-05,-1.12315949245903,TRUE,4.87052197623126e-07,2.00302898489824e-07,0.703411180292509,TRUE,0.75,1.44851032528197e-05,6.66102932271916e-06
"CIDEA",1.13236969241104,3.54074652286613,0.00050030640522599,2.21650519228779e-05,2.33655810763859,TRUE,2.14215489918747e-07,9.22950761372832e-08,0.319811001747287,TRUE,1,1.15504554227944e-05,5.48312264110675e-06
"SHH",0.934966468018054,2.12303929892607,0.000505616983424681,2.63385100434752e-05,1.52900288347206,TRUE,2.54814057137377e-07,1.08786420427442e-07,0.44039056106545,TRUE,1,1.17380649363935e-05,5.74113067800963e-06
"VAV2",0.777777186599678,1.33392731807541,0.00050711718409257,1.80682562944922e-05,1.05585225233754,TRUE,1.78747526783986e-07,7.81754305734239e-08,0.583073137539348,TRUE,1,1.13064480374706e-05,5.35268336250283e-06
"CENPL",-0.946109192780726,-1.08700535960946,0.000507595659166929,0.000101245872470951,-1.01655727619509,TRUE,9.13943611169149e-07,3.68631187463997e-07,0.870381350392462,TRUE,0.75,1.98122405326591e-05,8.90023044646798e-06
"CRKL",-0.890652444220234,-1.26518836759288,0.000515054196269615,0.000111030394930808,-1.07792040590656,TRUE,1.01088563448039e-06,4.07298710647375e-07,0.703968252502015,TRUE,0.75,2.10229233221995e-05,9.35572864890826e-06
"SDR42E1",0.874426054684514,1.80645743385049,0.000515745054458359,5.47739287502001e-05,1.3404417442675,TRUE,5.19285642583398e-07,2.1411914552516e-07,0.48405572049415,TRUE,1,1.48197478334575e-05,6.77035335707162e-06
"INSIG1",0.805929459302553,2.36945579970685,0.000515745054458359,5.66876649705544e-06,1.5876926295047,TRUE,6.03744082537591e-08,2.90188383322842e-08,0.340132725582922,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"MAFB",1.09458555773716,1.62251323673597,0.000527588064992576,0.000296343503286192,1.35854939723656,TRUE,2.6064948513983e-06,1.04296165692741e-06,0.674623499490918,TRUE,1,3.47278086217135e-05,1.57018525828006e-05
"PLK3",-1.7788191536323,-2.30966319917197,0.00054557784715401,8.34150814855736e-06,-2.04424117640214,TRUE,9.1965125725627e-08,4.31147635371332e-08,0.770163872494491,TRUE,0.75,9.95349288036787e-06,4.89521725828834e-06
"TTPA",1.08885709535874,1.70835404989554,0.00054557784715401,3.72339592505064e-05,1.39860557262714,TRUE,3.80115077906707e-07,1.60590725717391e-07,0.63737203387396,TRUE,1,1.30625769498324e-05,6.23353319074401e-06
"FEN1",-0.900807061388033,-1.2716532986715,0.00054557784715401,2.02846195525559e-05,-1.08623018002977,TRUE,2.13803724198625e-07,9.36803418172261e-08,0.708374729440096,TRUE,0.75,1.15504554227944e-05,5.48312264110675e-06
"LIFR",1.23238506514801,0.953981187193957,0.00054576908301153,0.0166511757613969,1.09318312617098,TRUE,0.000114583035912849,6.82870524224555e-05,0.774093434083755,TRUE,1,0.000483186971341944,0.000307487490243236
"HGFAC",0.868932339858497,2.73519286039153,0.00054576908301153,0.00013059353203063,1.80206260012501,TRUE,1.24420983116781e-06,5.01770916594424e-07,0.317685949112237,TRUE,1,2.32754656441066e-05,1.07399249723594e-05
"TRIB1",1.19470491875254,2.89887253624104,0.000546477851272309,4.91529022093297e-05,2.04678872749679,TRUE,4.9511732974339e-07,2.06348103715115e-07,0.41212744051924,TRUE,1,1.4528387253326e-05,6.69082503411528e-06
"EOMES",-3.04285757791043,-6.34455506785115,0.000546477851272309,4.66881495509621e-05,-4.69370632288079,TRUE,4.71602451873622e-07,1.97023121595308e-07,0.479601413396041,TRUE,0.75,1.43272486812933e-05,6.66102932271916e-06
"CITED4",1.1161943526593,1.31303549356519,0.000548616368976961,0.000238588867620238,1.21461492311225,TRUE,2.20541320539156e-06,8.83779495031156e-07,0.850086961189889,TRUE,1,3.12593349981586e-05,1.41515626776415e-05
"GFPT2",0.919503512658687,1.62890852519967,0.000553271343814951,2.2284737134625e-05,1.27420601892918,TRUE,2.36865484347061e-07,1.03331358691783e-07,0.5644905766246,TRUE,1,1.15504554227944e-05,5.66586318289097e-06
"IGSF3",0.781731523644618,1.79523949278959,0.000554284094723627,1.22285457526426e-05,1.2884855082171,TRUE,1.34271021748573e-07,6.11629834557093e-08,0.435446928827251,TRUE,1,1.0460770248046e-05,4.92264795735861e-06
"COL18A1",0.835922658295934,1.72600920197811,0.000560885201398333,8.32756833356885e-06,1.28096593013702,TRUE,9.42659729979811e-08,4.43925785020838e-08,0.48430950271755,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"ACOX1",0.734406548796847,2.39003653305639,0.000562740812404983,2.48025397878949e-05,1.56222154092662,TRUE,2.66408492081853e-07,1.15674142264766e-07,0.30727837781529,TRUE,1,1.18234046742142e-05,5.74113067800963e-06
"KCNK13",-1.51096892592194,-4.04840065037821,0.000566185757487391,0.000134905565568177,-2.77968478815008,TRUE,1.32808706482673e-06,5.36722296384795e-07,0.373226134567679,TRUE,0.75,2.41563647241875e-05,1.10957516686769e-05
"FOXO1",0.819243791852973,1.95319661763386,0.000566187779462497,6.73403509496843e-05,1.38622020474341,TRUE,6.89430344562632e-07,2.84495468294566e-07,0.419437441400765,TRUE,1,1.73398326164979e-05,7.82916749761278e-06
"LPL",0.842228765255756,1.62444604206923,0.000566187779462497,0.00030852465298,1.23333740366249,TRUE,2.89279991067835e-06,1.16169249131381e-06,0.518471370205021,TRUE,1,3.68712361547515e-05,1.65282643043126e-05
"DAB2",1.28728910135234,2.55539461816061,0.000567962819163646,0.000151791265685422,1.92134185975648,TRUE,1.48857241249708e-06,6.00398104233513e-07,0.503753546400963,TRUE,1,2.54005732191681e-05,1.15135165870662e-05
"SNCAIP",-1.57887729101942,-2.27540715195288,0.000567962819163646,0.000552788928911856,-1.92714222148615,TRUE,5.01525040223308e-06,2.0329014843723e-06,0.693887812413855,TRUE,0.75,5.38580791747069e-05,2.40991230511043e-05
"CACNA1G",-2.73557076978494,-0.998330126309339,0.000570010798691376,0.00328099558219343,-1.86695044804714,TRUE,2.65371761931987e-05,1.20708329319763e-05,0.364943995357803,TRUE,0.75,0.000165267527857129,8.21786184188202e-05
"KCNK15",-2.03295203195711,-4.33677555828526,0.000576002083968041,0.00279846922992745,-3.18486379512118,TRUE,2.31119000340258e-05,1.03364249932625e-05,0.468770404332598,TRUE,0.75,0.000149653525354013,7.3315094763927e-05
"TRHDE",1.24589720743872,2.07090828974901,0.000576002083968041,8.29511453530675e-05,1.65840274859386,TRUE,8.53191701823141e-07,3.49937623322916e-07,0.601618726240029,TRUE,1,1.92898370356197e-05,8.66351159959629e-06
"APPL2",0.723194832488491,1.60317114192788,0.000585007050055825,1.16124532946589e-05,1.16318298720819,TRUE,1.34558389079426e-07,6.20405986584416e-08,0.451102701124484,TRUE,1,1.0460770248046e-05,4.92264795735861e-06
"PLPP1",0.95720149941342,2.75008532141056,0.000604637129549464,4.83057731788634e-06,1.85364341041199,TRUE,6.03175800743992e-08,3.0242617521381e-08,0.348062473538987,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"DAAM1",0.730879569386665,2.30901370463469,0.000612595226938095,4.59119174920729e-06,1.51994663701068,TRUE,5.81891826243279e-08,2.93903815729024e-08,0.316533231448402,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"RHBDF1",0.730963779664183,2.25114376890707,0.000616292165538698,8.32756833356885e-06,1.49105377428563,TRUE,1.03094543836667e-07,4.9288550574289e-08,0.324707728471321,TRUE,1,1.0460770248046e-05,4.92264795735861e-06
"CLCF1",-1.0894239801872,-0.975355537441765,0.000616292165538698,0.000111644516908559,-1.03238975881448,TRUE,1.20354690500594e-06,4.91966823945589e-07,0.895294720127393,TRUE,0.75,2.29581323667845e-05,1.0629371131245e-05
"RIT1",-0.76974978357857,-1.23355898648717,0.000619231981969189,1.60146906208832e-05,-1.00165438503287,TRUE,1.92674018469621e-07,8.73640630949524e-08,0.624007276515089,TRUE,0.75,1.14011267411847e-05,5.48312264110675e-06
"BDH2",0.90863133435677,2.30800405004835,0.000619231981969189,1.42809252743653e-05,1.60831769220256,TRUE,1.72828219156522e-07,7.90573563280716e-08,0.393687062350578,TRUE,1,1.10976665573536e-05,5.35268336250283e-06
"PPARA",1.37348185284887,2.71795965910012,0.000619231981969189,4.01004337009343e-05,2.04572075597449,TRUE,4.59659184309762e-07,1.96259737572646e-07,0.50533562860297,TRUE,1,1.40936036475967e-05,6.66102932271916e-06
"SDCBP",0.740105079523437,1.36175188476962,0.000619231981969189,3.2047861437312e-05,1.05092848214653,TRUE,3.71803378904188e-07,1.60814033089984e-07,0.543494808269458,TRUE,1,1.30223365272393e-05,6.23353319074401e-06
"NKX6-2",-1.63923809930678,-2.09672302032241,0.000619231981969189,6.17643250592747e-05,-1.8679805598146,TRUE,6.91465717835806e-07,2.88954383420581e-07,0.781809558734521,TRUE,0.75,1.73398326164979e-05,7.87516834042715e-06
"TOB1",0.77859720400981,2.28491448466347,0.000619231981969189,6.52939768790646e-06,1.53175584433664,TRUE,8.21832400547288e-08,4.02008705213674e-08,0.340755511523874,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"SLC16A10",0.794180989720399,1.39741460611885,0.000619231981969189,0.000126654879532996,1.09579779791962,TRUE,1.36160746591532e-06,5.54923301754329e-07,0.568321660760467,TRUE,1,2.4372548923434e-05,1.12794482150352e-05
"CNTF",1.07460118887019,1.56365554866455,0.000619231981969189,8.18199781935051e-05,1.31912836876737,TRUE,9.01746408196242e-07,3.72534435522098e-07,0.68723651432565,TRUE,1,1.97498774053523e-05,8.90023044646798e-06
"AQP11",1.11819147685286,1.60966681476347,0.000619231981969189,0.000188926872715276,1.36392914580817,TRUE,1.9842811476343e-06,8.02531880061963e-07,0.694672628271322,TRUE,1,2.95066087848216e-05,1.35087306861115e-05
"IRF2",0.755729751444621,2.01318415691795,0.000619231981969189,1.10736636317921e-05,1.38445695418129,TRUE,1.35757990477237e-07,6.33848107334245e-08,0.375390273586094,TRUE,1,1.0460770248046e-05,4.92264795735861e-06
"RHOF",-1.39296335818342,-2.12266905638937,0.000619231981969189,1.40039531066954e-05,-1.75781620728639,TRUE,1.6964612901953e-07,7.7720569646722e-08,0.656231999044086,TRUE,0.75,1.10976665573536e-05,5.35268336250283e-06
"PLA2R1",0.962835098827309,3.05467302343606,0.000619231981969189,8.17478920795071e-05,2.00875406113169,TRUE,9.00996558065736e-07,3.7223681625953e-07,0.315200707715767,TRUE,1,1.97498774053523e-05,8.90023044646798e-06
"GTF2A1L",1.25779797201705,1.80403174784005,0.000619231981969189,0.00336427368059889,1.53091485992855,TRUE,2.93356618799212e-05,1.33389924498184e-05,0.697214987221264,TRUE,1,0.000178526686284326,8.79170295526133e-05
"DKK3",0.866602342945092,1.97842198634247,0.000625498608620959,0.000101295752034083,1.42251216464378,TRUE,1.11352191402595e-06,4.57085294613968e-07,0.438027048287707,TRUE,1,2.20004935740886e-05,1.01420286836335e-05
"ACO1",0.750826375774737,2.10479183572538,0.000625498608620959,5.66876649705544e-06,1.42780910575006,TRUE,7.25383188224203e-08,3.60230838492015e-08,0.356722390799268,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"FMOD",0.891207146304118,2.31630381550596,0.000652388169240582,5.90816125951886e-05,1.60375548090504,TRUE,6.96549038706105e-07,2.93278773599859e-07,0.384753994850822,TRUE,1,1.7415780684581e-05,7.92725821290746e-06
"ANXA7",0.787450946833057,1.94149401609705,0.000652388169240582,0.000344948642868707,1.36447248146506,TRUE,3.66973083689676e-06,1.48482348116818e-06,0.405590200280943,TRUE,1,4.36862901313721e-05,1.94819873473398e-05
"PXDC1",0.740312622018939,1.97896483018447,0.000652388169240582,2.3953267578692e-05,1.3596387261017,TRUE,2.96507764614353e-07,1.3155595213199e-07,0.374090843216213,TRUE,1,1.21490323564011e-05,5.92545532319244e-06
"C1QTNF4",-0.929481304794903,-1.59252289652593,0.000652388169240582,0.147158469159653,-1.26100210066042,TRUE,0.000984152701867312,0.00128558039199844,0.583653338248733,TRUE,0.75,0.00254707734382514,0.00328111394236037
"PDXP",-0.876429181988404,-1.26829731152925,0.000652388169240582,5.1509238152803e-05,-1.07236324675883,TRUE,6.11882793476485e-07,2.59362238796967e-07,0.69102817929311,TRUE,0.75,1.6156755630862e-05,7.50291582267268e-06
"CDC25A",-1.24714849720334,-1.63907493778164,0.000652388169240582,1.01640119568874e-05,-1.44311171749249,TRUE,1.31500506157408e-07,6.2352845442426e-08,0.760885587629847,TRUE,0.75,1.0460770248046e-05,4.92264795735861e-06
"SLC16A3",-1.24300873663526,-3.14648142131536,0.000652388169240582,1.99312599992016e-05,-2.19474507897531,TRUE,2.49111103896018e-07,1.11966916405137e-07,0.395047219479731,TRUE,0.75,1.15504554227944e-05,5.74113067800963e-06
"SERPINF2",0.98001442324599,3.03761688674653,0.000652388169240582,6.44968822182008e-06,2.00881565499626,TRUE,8.53588790673315e-08,4.21769743574885e-08,0.322626078200284,TRUE,1,9.95349288036787e-06,4.89521725828834e-06
"PABPN1L",-2.07434877382845,-4.06027772411583,0.000652388169240582,3.40829186152512e-06,-3.06731324897214,TRUE,4.65255051157053e-08,2.45128619624779e-08,0.510888396009946,TRUE,0.75,9.95349288036787e-06,4.89521725828834e-06
"BTG2",1.00762189041617,1.05326059383796,0.000652890823731234,6.30037319475963e-05,1.03044124212706,TRUE,7.40686022035125e-07,3.10960697191831e-07,0.956669124726778,TRUE,1,1.79886954807155e-05,8.08170995570723e-06
"ST6GALNAC2",1.03519253640517,1.06129148590722,0.000664344659697309,0.0076529282680363,1.04824201115619,TRUE,6.70571904340444e-05,3.38276818361294e-05,0.975408311619747,TRUE,1,0.000326076553790444,0.000178755256385931
"NKX6-1",-2.15914183160829,-4.03108695936597,0.000664344659697309,3.21886579284819e-06,-3.09511439548713,TRUE,4.48284485420106e-08,2.38463503388076e-08,0.535622737334322,TRUE,0.75,9.95349288036787e-06,4.89521725828834e-06
"AP5M1",-0.890721884966041,-1.55302319796081,0.000665225846113053,9.51493060909897e-05,-1.22187254146342,TRUE,1.1124515989688e-06,4.60169396254706e-07,0.573540618154062,TRUE,0.75,2.20004935740886e-05,1.0170534312314e-05
"HDAC4",0.75578936685956,1.56542436747077,0.000673566078831293,0.00055843283472805,1.16060686716517,TRUE,5.94051445469889e-06,2.42146944240407e-06,0.48280158566886,TRUE,1,5.88221968668549e-05,2.66373437180083e-05
