"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"OTUD3",0.35,5.6742,4.22154999101976,"1.176e-03","2.218e-03",-1.74
"SEC22C",-0.2895,5.8854,-4.23601963246382,"1.146e-03","2.169e-03",-1.74
"SLC30A5",-0.2908,6.8701,-4.23886827862934,"1.140e-03","2.159e-03",-1.74
"PRKCE",-0.3816,4.4187,-4.19350624122318,"1.236e-03","2.319e-03",-1.74
"RCN2",0.3329,7.8985,4.24826864317382,"1.121e-03","2.126e-03",-1.74
"CDKN2C",-1.0162,3.6882,-4.04903172235234,"1.601e-03","2.919e-03",-1.74
"ANO5",0.2811,6.7129,4.18271635909116,"1.260e-03","2.360e-03",-1.75
"SGCE",0.2954,4.9893,4.20907079189376,"1.202e-03","2.262e-03",-1.75
"S1PR1",-0.3697,5.3203,-4.20970020035064,"1.201e-03","2.260e-03",-1.75
"SNU13",0.2479,9.0922,4.2936866705797,"1.034e-03","1.981e-03",-1.75
"POLR3K",0.6392,4.627,4.16971485898708,"1.289e-03","2.409e-03",-1.75
"CDR2L",-0.3696,5.0879,-4.20738725463749,"1.206e-03","2.267e-03",-1.75
"CABP2",0.5976,3.4936,4.13105179482518,"1.382e-03","2.564e-03",-1.75
"AAMP",0.2918,6.76,4.20441288739438,"1.212e-03","2.278e-03",-1.76
"EPB41",-0.8578,7.0675,-4.2214082856309,"1.176e-03","2.218e-03",-1.76
"RNF182",1.5087,1.49,3.85547940885097,"2.271e-03","4.010e-03",-1.76
"TMEM192",-0.3217,5.2936,-4.19174424537254,"1.240e-03","2.326e-03",-1.76
"KLF3",-0.356,5.9893,-4.21251428589537,"1.195e-03","2.250e-03",-1.76
"HCK",-0.7191,2.7876,-4.00400017878393,"1.736e-03","3.141e-03",-1.77
"FABP5",0.4624,6.7898,4.20972814409704,"1.201e-03","2.260e-03",-1.77
"SUMF2",-0.2834,5.7827,-4.212451868208,"1.195e-03","2.250e-03",-1.77
"RFFL",0.3553,4.8442,4.17826224752948,"1.270e-03","2.376e-03",-1.77
"RFC1",0.3069,6.7138,4.19195560542168,"1.239e-03","2.325e-03",-1.77
"NLRX1",0.8046,3.4589,4.06062108881272,"1.568e-03","2.867e-03",-1.77
"SF3B5",0.4966,7.5631,4.25007910824844,"1.117e-03","2.119e-03",-1.78
"DSCC1",0.4903,6.5892,4.20240286638181,"1.216e-03","2.285e-03",-1.78
"SSTR1",0.564,4.0683,4.08407395551238,"1.503e-03","2.762e-03",-1.78
"TTC33",0.3007,4.4802,4.17126119783321,"1.286e-03","2.403e-03",-1.78
"FKBP8",0.6532,7.5121,4.23194960113355,"1.154e-03","2.181e-03",-1.79
"METTL4",-0.2728,4.7939,-4.17655214915477,"1.274e-03","2.383e-03",-1.79
"RASGEF1C",1.2995,2.7895,3.99634987141126,"1.760e-03","3.182e-03",-1.79
"NRCAM",0.549,3.7172,4.148447560729,"1.339e-03","2.493e-03",-1.79
"PPIE",0.2833,6.7032,4.18792706447721,"1.248e-03","2.341e-03",-1.8
"OSBP",0.311,8.068,4.22773266676872,"1.163e-03","2.196e-03",-1.8
"ACSL3",-0.4953,7.3839,-4.20431626529403,"1.212e-03","2.278e-03",-1.81
"DAB2IP",-0.5639,5.7707,-4.1744027191829,"1.279e-03","2.391e-03",-1.81
"MAT1A",-3.1584,6.8988,-4.21481067393122,"1.190e-03","2.242e-03",-1.82
"CLK4",0.4402,6.3319,4.16981923137551,"1.289e-03","2.409e-03",-1.82
"GJA1",-1.0618,4.1086,-4.0326091532946,"1.649e-03","2.997e-03",-1.82
"NF1",-0.558,6.4777,-4.15050934034202,"1.334e-03","2.486e-03",-1.82
"ARPC1B",1.2341,4.8107,4.13152705698558,"1.380e-03","2.563e-03",-1.82
"GXYLT2",-0.3756,6.0424,-4.18424617579185,"1.256e-03","2.355e-03",-1.82
"SEMA6D",-0.4226,3.8495,-4.12723639747714,"1.391e-03","2.579e-03",-1.83
"HOXB4",0.5799,4.265,4.13374584660873,"1.375e-03","2.554e-03",-1.83
"GLRX5",-0.3087,7.5372,-4.20823444976037,"1.204e-03","2.265e-03",-1.83
"TMEM71",-2.1447,0.3572,-3.57870863574882,"3.769e-03","6.322e-03",-1.83
"MED13L",-0.5361,6.1298,-4.16157618193177,"1.308e-03","2.442e-03",-1.83
"SAMM50",-0.4975,6.9644,-4.18143100312371,"1.263e-03","2.365e-03",-1.83
"MON1A",0.2892,6.1855,4.15720424228776,"1.318e-03","2.460e-03",-1.83
"CCNI",-0.3712,8.3057,-4.25967737416468,"1.099e-03","2.089e-03",-1.83
"PHF20",0.301,6.852,4.16777112204389,"1.294e-03","2.416e-03",-1.83
"KLHL5",0.3077,5.9069,4.16012684694237,"1.312e-03","2.448e-03",-1.84
"MRPL40",0.6721,7.4594,4.22292864561721,"1.173e-03","2.214e-03",-1.84
"RPS7",-0.3369,8.9628,-4.25277808119215,"1.112e-03","2.112e-03",-1.84
"CEP112",-0.3586,4.436,-4.13640334287086,"1.368e-03","2.543e-03",-1.84
"SPC25",0.2894,6.409,4.14387284776026,"1.350e-03","2.511e-03",-1.85
"TIPRL",0.3912,6.9021,4.16610766725361,"1.298e-03","2.423e-03",-1.85
"POLK",-0.6048,3.1406,-4.03611013582168,"1.638e-03","2.981e-03",-1.85
"FIBIN",-0.7283,3.2001,-4.05625970710844,"1.580e-03","2.885e-03",-1.85
"GART",-0.3144,5.8193,-4.14681758147087,"1.343e-03","2.499e-03",-1.85
"TSHZ1",0.455,4.6517,4.13995283732737,"1.360e-03","2.527e-03",-1.85
"SH2D3C",-0.3397,3.6957,-4.10982857695197,"1.435e-03","2.652e-03",-1.85
"PMP22",2.3314,-0.356,3.52356778715926,"4.172e-03","6.929e-03",-1.86
"BCL9L",0.3645,4.937,4.1296811721881,"1.385e-03","2.570e-03",-1.86
"COL1A2",2.4935,-0.6932,3.50655579212246,"4.305e-03","7.119e-03",-1.86
"NUP210",-0.8377,7.5497,-4.15521486571433,"1.323e-03","2.468e-03",-1.86
"MRPL9",0.3968,8.4364,4.23544748038898,"1.147e-03","2.170e-03",-1.87
"KIF3A",-0.358,5.0389,-4.13023883613977,"1.384e-03","2.568e-03",-1.87
"EDN1",1.2533,1.656,3.71655822130669,"2.926e-03","5.041e-03",-1.88
"ABHD18",-0.2683,6.3822,-4.11386837618159,"1.425e-03","2.635e-03",-1.89
"HOXB7",-0.2555,5.3285,-4.11825470009102,"1.414e-03","2.618e-03",-1.9
"SLC26A11",-0.359,4.3239,-4.06335891698952,"1.560e-03","2.855e-03",-1.9
"HGS",0.2235,8.1891,4.20143109303887,"1.218e-03","2.288e-03",-1.9
"PPP1R16B",1.378,3.2769,4.04305683584313,"1.618e-03","2.948e-03",-1.9
"NOL7",0.3833,6.913,4.13208996368961,"1.379e-03","2.561e-03",-1.9
"ZMYM3",-0.416,4.6719,-4.10917440146256,"1.437e-03","2.654e-03",-1.9
"ARL6IP5",-0.2959,6.1568,-4.15062826209128,"1.334e-03","2.486e-03",-1.9
"RCAN1",0.3324,5.4188,4.11147142424937,"1.431e-03","2.645e-03",-1.91
"EDF1",-0.8135,9.4397,-4.25093047423711,"1.116e-03","2.117e-03",-1.91
"ARL5A",0.3186,5.88,4.14519468111732,"1.347e-03","2.506e-03",-1.91
"CD38",-1.524,0.2023,-3.53628664804993,"4.075e-03","6.782e-03",-1.91
"GTSE1",0.2185,7.0597,4.12300535038425,"1.402e-03","2.598e-03",-1.92
"GSR",0.4241,4.0383,4.08373398213282,"1.504e-03","2.763e-03",-1.92
"TP53INP1",-0.5092,5.485,-4.11452787433481,"1.423e-03","2.633e-03",-1.92
"DLAT",-0.3121,7.3504,-4.15949311326788,"1.313e-03","2.450e-03",-1.93
"ANKRD2",0.9176,1.587,3.83548610800983,"2.355e-03","4.142e-03",-1.93
"NR2E1",-0.63,1.8197,-3.93547754306217,"1.965e-03","3.522e-03",-1.94
"SLC25A40",1.1272,0.9048,3.69455391172579,"3.047e-03","5.222e-03",-1.94
"VSX2",0.6582,2.6262,3.97942181366798,"1.814e-03","3.272e-03",-1.94
"MAGT1",-0.6054,7.8641,-4.1486658542437,"1.339e-03","2.493e-03",-1.94
"NDUFAF5",0.3366,4.6141,4.08935851472541,"1.489e-03","2.740e-03",-1.94
"IL10",-1.2395,0.8994,-3.59257547969351,"3.674e-03","6.176e-03",-1.95
"DCTN5",0.2253,6.2738,4.10974936493373,"1.435e-03","2.652e-03",-1.95
"PDK3",-0.2839,6.0821,-4.10874091362553,"1.438e-03","2.655e-03",-1.95
"EGR4",3.202,-0.2629,3.47178744379019,"4.590e-03","7.549e-03",-1.95
"HORMAD2",-0.7288,1.8446,-3.70652171724261,"2.981e-03","5.122e-03",-1.96
"CPQ",-2.0041,0.8623,-3.5361014361613,"4.076e-03","6.783e-03",-1.96
"gga-mir-6583",-1.5594,-0.3527,-3.44775737384551,"4.799e-03","7.857e-03",-1.96
"DNAJC28",0.6012,3.4513,4.01121304688082,"1.713e-03","3.104e-03",-1.96
"ACTB",-0.7127,10.5561,-4.20708859927966,"1.206e-03","2.268e-03",-1.97
"DNAJC5",0.3889,6.0713,4.09960219249822,"1.462e-03","2.696e-03",-1.97
"ACAD9",-0.5238,8.0423,-4.14884215557032,"1.338e-03","2.492e-03",-1.97
"AHSA1",0.6037,8.4695,4.15499356680188,"1.324e-03","2.468e-03",-1.97
"RBFOX2",0.2894,5.5333,4.08596571217267,"1.498e-03","2.755e-03",-1.97
"SUCLG1",-0.4123,7.1724,-4.09735356294641,"1.468e-03","2.705e-03",-1.97
"FLNB",-0.3372,8.2849,-4.1182120341953,"1.414e-03","2.618e-03",-1.97
"ZBTB11",0.3173,5.168,4.07358900015294,"1.531e-03","2.810e-03",-1.97
"TPK1",-0.361,4.3801,-4.06077775756116,"1.567e-03","2.867e-03",-1.98
"UBE2QL1",0.3907,6.0464,4.10019998947847,"1.460e-03","2.694e-03",-1.98
"COMT",-0.3204,5.249,-4.09432191091044,"1.476e-03","2.718e-03",-1.98
"PKNOX1",0.36,5.0069,4.06565588254772,"1.553e-03","2.848e-03",-1.98
"SLAIN2",0.3898,5.7475,4.08787480629837,"1.493e-03","2.746e-03",-1.98
"LAS1L",0.2399,6.716,4.07208866118389,"1.536e-03","2.816e-03",-1.99
"CRADD",0.3919,4.6653,4.06133408355909,"1.566e-03","2.865e-03",-1.99
"ZNF770",0.59,5.0416,4.05793733117852,"1.575e-03","2.878e-03",-1.99
"PLA2G4A",0.389,4.619,4.05838882515477,"1.574e-03","2.876e-03",-1.99
"VTI1B",0.4848,5.671,4.08048987342732,"1.513e-03","2.778e-03",-1.99
"MSL2",0.4303,5.6973,4.06524576720035,"1.555e-03","2.849e-03",-2
"MRPL32",0.3783,7.1035,4.10668106412288,"1.443e-03","2.665e-03",-2
"CCR10",0.6389,0.8423,3.62720974395401,"3.447e-03","5.822e-03",-2
"GGPS1",0.4709,6.1201,4.07456325111061,"1.529e-03","2.806e-03",-2.01
"SYNE3",-0.8412,2.8738,-3.88833311978603,"2.140e-03","3.800e-03",-2.01
"RPS6",-0.343,10.1717,-4.18535238173875,"1.254e-03","2.351e-03",-2.01
"ATAD1",-0.3563,6.8604,-4.09314071493262,"1.479e-03","2.724e-03",-2.01
"NOL8",0.5965,6.3326,4.03857848743734,"1.631e-03","2.968e-03",-2.02
"SNORD14",-0.8336,1.9635,-3.64425998112947,"3.341e-03","5.664e-03",-2.02
"DDOST",-0.3299,9.5697,-4.17958462593834,"1.267e-03","2.371e-03",-2.02
"TMEM59",-0.324,7.2882,-4.09536398880883,"1.473e-03","2.714e-03",-2.03
"SEC22B",-0.221,9.1094,-4.15302356666962,"1.328e-03","2.476e-03",-2.03
"CCDC28A",0.3557,5.5123,4.04725229056309,"1.606e-03","2.928e-03",-2.03
"PPP1R7",0.2259,6.8678,4.04595610230756,"1.609e-03","2.934e-03",-2.04
"KATNA1",0.3172,5.8216,4.04963484164851,"1.599e-03","2.917e-03",-2.04
"NME7",-0.2908,4.6338,-4.03928989838121,"1.629e-03","2.965e-03",-2.04
"SMNDC1",0.2102,7.0665,4.06630802752335,"1.552e-03","2.845e-03",-2.04
"ARL14",0.7789,1.6637,3.74424392157015,"2.782e-03","4.819e-03",-2.04
"CLCN1",0.7607,1.411,3.76547111278649,"2.676e-03","4.655e-03",-2.04
"AIMP1",0.2813,7.5238,4.08519248454866,"1.500e-03","2.757e-03",-2.04
"STK38",0.5111,6.1266,4.04114760887227,"1.623e-03","2.957e-03",-2.04
"PNRC2",-0.4432,8.7702,-4.10583473599305,"1.445e-03","2.668e-03",-2.05
"PHAX",0.4476,5.1507,4.03041256544742,"1.655e-03","3.007e-03",-2.05
"OLFML2A",0.2843,6.837,4.08940250482949,"1.489e-03","2.740e-03",-2.06
"SYPL2",0.8541,4.658,4.01911860923301,"1.689e-03","3.065e-03",-2.06
"MTMR1",-0.3277,6.8321,-4.06451410373548,"1.557e-03","2.852e-03",-2.06
"ACAP3",-0.2941,4.8253,-4.03059992220293,"1.655e-03","3.007e-03",-2.06
"MYDGF",0.2574,6.5792,4.05845778285998,"1.574e-03","2.876e-03",-2.06
"MBD5",-0.3234,6.2768,-4.02894817802457,"1.659e-03","3.014e-03",-2.06
"AP2B1",-0.4592,7.9392,-4.09541541148171,"1.473e-03","2.714e-03",-2.07
"RABEPK",-0.3539,5.8282,-4.07855242839521,"1.518e-03","2.787e-03",-2.07
"SCTR",-1.0279,0.9637,-3.54356132870732,"4.021e-03","6.698e-03",-2.07
"SEH1L",0.2151,7.6754,4.02281028670833,"1.678e-03","3.046e-03",-2.07
"EIF4A3",0.2761,7.853,4.05723298206992,"1.577e-03","2.881e-03",-2.07
"FNDC1",1.0264,1.1861,3.56509465757864,"3.864e-03","6.462e-03",-2.07
"HPSE",2.5361,-0.2562,3.4028346187592,"5.215e-03","8.480e-03",-2.08
"gga-mir-6652",-1.6051,1.4578,-3.52422615364376,"4.167e-03","6.922e-03",-2.08
"KIF13A",-0.4412,5.7413,-4.01288875053833,"1.708e-03","3.096e-03",-2.09
"JUND",0.779,7.5117,4.11717045933373,"1.416e-03","2.622e-03",-2.09
"TM9SF2",-0.4191,8.5238,-4.11334638752306,"1.426e-03","2.637e-03",-2.09
"PPP2CB",0.2511,8.0624,4.12020280691612,"1.409e-03","2.610e-03",-2.1
"SGSM3",0.2576,5.2092,4.00980640721128,"1.718e-03","3.111e-03",-2.1
"RPL31",-0.3162,8.2758,-4.07257079729293,"1.534e-03","2.814e-03",-2.1
"EEF1A1",-0.3923,11.6491,-4.12668110626938,"1.392e-03","2.581e-03",-2.11
"EEF1B2",-0.2464,10.3517,-4.13440578648688,"1.373e-03","2.551e-03",-2.11
"RAD18",0.3774,4.7633,3.99081570141778,"1.778e-03","3.210e-03",-2.11
"PRKAG2",-0.3631,6.4463,-4.00018958809894,"1.748e-03","3.161e-03",-2.11
"CERS3",1.4405,0.8706,3.56564486328314,"3.861e-03","6.456e-03",-2.11
"STX18",-0.3361,5.944,-4.02168602451749,"1.681e-03","3.051e-03",-2.11
"DCTN6",0.329,6.3838,4.01271475178519,"1.709e-03","3.097e-03",-2.12
"ARHGAP10",-0.3931,3.9567,-3.94291879002729,"1.938e-03","3.478e-03",-2.12
"CTCF",0.206,7.109,3.99429795319974,"1.766e-03","3.193e-03",-2.12
"ELAC2",0.2204,5.1783,3.98953080220938,"1.782e-03","3.217e-03",-2.12
"SETX",0.5558,6.2706,3.98353448523563,"1.801e-03","3.251e-03",-2.12
"PMPCA",0.2224,7.8409,4.05402616357498,"1.586e-03","2.896e-03",-2.12
"P2RX3",0.9122,1.453,3.6632425222568,"3.227e-03","5.500e-03",-2.12
"HPF1",0.355,7.3728,4.02293645220577,"1.678e-03","3.046e-03",-2.12
"DNAJC1",-0.3216,7.2319,-4.06404043693566,"1.558e-03","2.852e-03",-2.13
"MYO18B",-0.3047,4.3899,-3.97660234314044,"1.824e-03","3.287e-03",-2.13
"EEA1",-0.4541,7.1228,-3.99530931837171,"1.763e-03","3.188e-03",-2.13
"GRB14",0.5017,3.3432,3.92496036290252,"2.002e-03","3.582e-03",-2.13
"gga-mir-22",-1.5519,0.7751,-3.4569577488746,"4.718e-03","7.739e-03",-2.13
"ALG12",-0.2412,7.4828,-4.0150986724842,"1.701e-03","3.085e-03",-2.13
"TMC5",-0.4189,4.68,-3.9675967460426,"1.854e-03","3.339e-03",-2.14
"CHIC2",0.4384,4.8342,3.99190427494143,"1.774e-03","3.205e-03",-2.14
"ING4",0.3967,5.2609,3.99293618156638,"1.771e-03","3.199e-03",-2.14
"RAPGEF5",0.5622,3.3451,3.87076687167282,"2.209e-03","3.911e-03",-2.14
"NRP2",-0.4608,6.9734,-3.98128198568397,"1.808e-03","3.262e-03",-2.15
"RRAGC",0.2828,6.1781,3.97886623886767,"1.816e-03","3.275e-03",-2.15
"RNF4",0.2737,6.3394,4.0102225052089,"1.716e-03","3.109e-03",-2.15
"TOP1MT",-0.7399,7.5446,-4.03277795216157,"1.648e-03","2.997e-03",-2.15
"RIC1",-0.4219,5.3077,-3.97963923136176,"1.814e-03","3.271e-03",-2.15
"HSD17B1",0.9512,2.446,3.74803714319694,"2.763e-03","4.789e-03",-2.15
"KLHL2",0.2364,6.2126,3.96533414093706,"1.861e-03","3.352e-03",-2.15
"PGLS",0.5614,7.8648,4.06497819377728,"1.555e-03","2.850e-03",-2.16
"UXS1",0.2666,6.2145,3.98556207397033,"1.794e-03","3.239e-03",-2.16
"gga-mir-1586",-0.9451,0.0625,-3.35503030449614,"5.697e-03","9.191e-03",-2.16
"FXYD2",-1.942,2.3154,-3.6135839378335,"3.535e-03","5.960e-03",-2.16
"RPL9",-0.2953,9.1233,-4.05356776672644,"1.588e-03","2.898e-03",-2.17
"IFT20",-0.2464,5.9074,-4.00592172852862,"1.730e-03","3.132e-03",-2.17
"MAD1L1",-0.3,6.1391,-3.98188658874943,"1.806e-03","3.260e-03",-2.17
"NEMF",0.2011,6.9269,3.96137041794879,"1.875e-03","3.372e-03",-2.18
"IL16",0.5124,1.0865,3.65515421366605,"3.275e-03","5.566e-03",-2.18
"TMEM138",0.3389,3.9923,3.94951231351715,"1.915e-03","3.440e-03",-2.18
"CHRDL2",0.5958,1.5053,3.60370301805172,"3.599e-03","6.062e-03",-2.19
"ACO2",-0.6358,8.775,-4.04011998376884,"1.626e-03","2.961e-03",-2.19
"ZRANB2",0.2508,7.3047,3.96774514130195,"1.853e-03","3.339e-03",-2.19
"ZNF593",0.6053,7.3742,4.04123332207553,"1.623e-03","2.957e-03",-2.19
"CHST10",0.4006,5.4538,3.96490665900264,"1.863e-03","3.353e-03",-2.19
"ZC3H12C",0.3715,4.619,3.95127349228773,"1.909e-03","3.431e-03",-2.2
"gga-mir-1630",1.2473,0.6399,3.39970751638561,"5.245e-03","8.526e-03",-2.2
"SENP7",-0.5283,4.3856,-3.93949093047404,"1.950e-03","3.498e-03",-2.2
"ATP10D",1.1234,2.793,3.77402889863537,"2.635e-03","4.588e-03",-2.2
"TRIM54",-0.4558,4.1098,-3.92521922493938,"2.001e-03","3.581e-03",-2.21
"ESPL1",-0.2264,6.9072,-3.94931986755329,"1.916e-03","3.441e-03",-2.21
"RPL7A",-0.2416,10.4261,-4.07389111306843,"1.531e-03","2.809e-03",-2.22
"TGM2",-0.5465,3.8771,-3.86148156120268,"2.247e-03","3.970e-03",-2.22
"SOCS6",-0.2936,3.6316,-3.91048537062741,"2.055e-03","3.667e-03",-2.22
"TTC32",0.4959,4.5717,3.90709967671608,"2.068e-03","3.688e-03",-2.23
"PRSS23",-0.4513,3.5377,-3.72142507464725,"2.900e-03","5.001e-03",-2.23
"CSRNP3",1.1732,1.7095,3.69743242383502,"3.031e-03","5.197e-03",-2.23
"ADGRA2",-0.3761,3.7137,-3.86153373045156,"2.246e-03","3.970e-03",-2.23
"EFCAB1",-0.6163,3.2591,-3.81371604832359,"2.451e-03","4.289e-03",-2.23
"GCC2",-0.4654,5.4628,-3.92671259266148,"1.996e-03","3.574e-03",-2.23
"SLC5A9",-1.9672,1.1685,-3.40503425363292,"5.193e-03","8.450e-03",-2.23
"LMBRD1",-0.2799,5.5341,-3.94688647283797,"1.924e-03","3.454e-03",-2.23
"ATP13A1",-0.2923,6.6989,-3.94090232641218,"1.945e-03","3.490e-03",-2.23
"COL22A1",-1.5772,0.27,-3.3365167537191,"5.896e-03","9.488e-03",-2.23
"RPS8",-0.2317,10.5856,-4.06418688556902,"1.558e-03","2.852e-03",-2.23
"BMP2",0.2053,5.6722,3.95672851854197,"1.890e-03","3.399e-03",-2.24
"RAD51D",0.5257,4.8874,3.93482132685754,"1.967e-03","3.526e-03",-2.25
"CAMK2N2",0.8014,1.5888,3.77333027351382,"2.638e-03","4.592e-03",-2.25
"CHMP7",0.2592,7.1589,3.95891211749629,"1.883e-03","3.386e-03",-2.25
"RAB3GAP1",-0.3638,6.5096,-3.94715389006492,"1.923e-03","3.453e-03",-2.25
"ALKBH8",0.2496,4.8206,3.9211777997265,"2.016e-03","3.603e-03",-2.26
"CTRL",0.817,1.1292,3.57177380364724,"3.817e-03","6.392e-03",-2.26
"ARMC9",-0.3137,4.0302,-3.90516210434744,"2.075e-03","3.698e-03",-2.26
"CYTH3",0.3782,4.7556,3.92290208546628,"2.010e-03","3.593e-03",-2.26
"VAC14",0.2936,6.293,3.92552929036917,"2.000e-03","3.581e-03",-2.27
"CLOCK",0.3999,4.6376,3.90702953954626,"2.068e-03","3.688e-03",-2.27
"GAREM1",-0.393,6.0652,-3.92537276633766,"2.001e-03","3.581e-03",-2.28
"AGR3",-2.035,0.461,-3.32671056626731,"6.005e-03","9.636e-03",-2.28
"SCARA5",-0.7661,1.4284,-3.42133412825878,"5.039e-03","8.213e-03",-2.28
"PDLIM1",-0.2865,5.8546,-3.96099981043746,"1.876e-03","3.374e-03",-2.28
"BCL9",-0.2672,6.0227,-3.92122699861192,"2.016e-03","3.603e-03",-2.28
"PAK3",0.357,6.9692,3.92425902947674,"2.005e-03","3.585e-03",-2.28
"GPR37L1",-1.1425,2.1286,-3.55505585163201,"3.937e-03","6.572e-03",-2.29
"ACE",-1.0828,0.1773,-3.32698938798847,"6.001e-03","9.633e-03",-2.29
"IPP",0.2335,4.8386,3.89392958991115,"2.118e-03","3.766e-03",-2.29
"TUBGCP4",0.2169,6.5953,3.91444053942638,"2.041e-03","3.644e-03",-2.29
"PPIC",-0.2966,6.593,-3.95589806877973,"1.893e-03","3.403e-03",-2.29
"ZBTB34",0.6202,4.7858,3.90057164199769,"2.093e-03","3.727e-03",-2.29
"CEMIP",-0.5634,3.5656,-3.80527109970554,"2.489e-03","4.352e-03",-2.29
"ITFG2",0.2787,5.7708,3.9244246011771,"2.004e-03","3.585e-03",-2.29
"PLOD2",0.6195,6.3024,3.93828505474212,"1.955e-03","3.505e-03",-2.3
"MED13",-0.2776,7.2982,-3.91721448853821,"2.031e-03","3.627e-03",-2.3
"MTOR",-0.3816,7.0501,-3.91208240537765,"2.050e-03","3.658e-03",-2.3
"LRRC4C",-0.469,4.1286,-3.85827896283448,"2.260e-03","3.991e-03",-2.3
"ABHD11",-0.596,2.2757,-3.65749885896162,"3.261e-03","5.547e-03",-2.31
"TTYH3",-0.547,5.799,-3.92759466202034,"1.993e-03","3.570e-03",-2.31
"GRK7",0.4827,2.6386,3.78152980386512,"2.599e-03","4.533e-03",-2.31
"MAU2",0.2481,6.5851,3.90640475496497,"2.071e-03","3.691e-03",-2.31
"STRN",0.325,4.7987,3.88852234027848,"2.139e-03","3.799e-03",-2.31
"RPL6",-0.3044,10.7136,-4.01533142324284,"1.701e-03","3.085e-03",-2.31
"HECA",0.5194,5.3908,3.8900101754659,"2.133e-03","3.790e-03",-2.32
"BF1",-0.2763,5.1635,-3.89657686421661,"2.108e-03","3.752e-03",-2.32
"JAG1",0.8087,5.0894,3.89557364055605,"2.112e-03","3.758e-03",-2.32
"MANF",0.4651,7.0654,3.94774762553049,"1.921e-03","3.450e-03",-2.33
"LGALS3",-0.4261,3.5988,-3.80413789891114,"2.494e-03","4.360e-03",-2.33
"OAT",-1.1636,7.6428,-3.93031390264638,"1.983e-03","3.554e-03",-2.33
"GGT7",-0.3412,3.381,-3.81987786620779,"2.423e-03","4.247e-03",-2.34
"DDHD1",-0.2198,6.4679,-3.91051707759343,"2.055e-03","3.667e-03",-2.34
"TM4SF18",-1.141,2.0164,-3.45567036036498,"4.729e-03","7.753e-03",-2.34
"ARHGAP18",0.3023,6.0808,3.89253541481722,"2.123e-03","3.774e-03",-2.34
"COL3A1",0.7527,2.4197,3.68397200160554,"3.106e-03","5.313e-03",-2.34
"LRRN3",-1.334,0.5179,-3.34983580527457,"5.752e-03","9.274e-03",-2.34
"ID4",0.9912,5.1437,3.8792830543281,"2.175e-03","3.856e-03",-2.35
"NRBP1",0.2164,6.5384,3.89316667931414,"2.121e-03","3.771e-03",-2.35
"CUL2",-0.2744,6.8999,-3.87435227996921,"2.195e-03","3.889e-03",-2.35
"PSMA6",-0.4049,8.9968,-4.00015311343005,"1.748e-03","3.161e-03",-2.35
"SNX18",-0.3982,4.7606,-3.86653948492216,"2.226e-03","3.940e-03",-2.35
"ECI1",-0.4232,7.9325,-3.96295847095467,"1.869e-03","3.364e-03",-2.36
"MFSD9",0.2922,5.0215,3.87516238637391,"2.192e-03","3.884e-03",-2.36
"DHTKD1",-0.4169,6.4342,-3.88602422579387,"2.149e-03","3.813e-03",-2.37
"PIGU",0.2664,5.7256,3.8709733981559,"2.208e-03","3.911e-03",-2.37
"CAPZA2",-0.3103,7.8109,-3.90389421572892,"2.080e-03","3.706e-03",-2.37
"SLC25A11",-0.5524,8.4048,-3.97412392124946,"1.832e-03","3.301e-03",-2.37
"SLX4",0.2419,6.3023,3.85475788235924,"2.274e-03","4.014e-03",-2.37
"ASH1L",0.3826,8.1601,3.88794435570891,"2.141e-03","3.802e-03",-2.37
"ACER2",0.5868,2.8539,3.66018574773467,"3.245e-03","5.524e-03",-2.38
"BAHD1",0.2303,7.1368,3.90372207715187,"2.081e-03","3.706e-03",-2.38
"ORC4",0.2866,6.5661,3.86278220782464,"2.241e-03","3.964e-03",-2.38
"RCL1",0.4114,7.2045,3.8869202558517,"2.145e-03","3.808e-03",-2.38
"HSD11B2",0.623,4.6288,3.82522484539087,"2.400e-03","4.209e-03",-2.39
"CENPN",0.2805,6.2572,3.86570549096316,"2.229e-03","3.945e-03",-2.39
"PDIK1L",-0.2299,5.2841,-3.86454121174331,"2.234e-03","3.953e-03",-2.39
"CDC42",-0.2085,9.5118,-3.95012788833542,"1.913e-03","3.437e-03",-2.39
"CEP162",-0.3276,4.5652,-3.83236426070055,"2.369e-03","4.164e-03",-2.39
"MSH3",-0.2761,5.3329,-3.84098502166731,"2.332e-03","4.104e-03",-2.4
"ASAP2",0.3813,5.2472,3.84812851827706,"2.302e-03","4.059e-03",-2.4
"CDK5RAP1",-0.2769,5.7241,-3.862899742966,"2.241e-03","3.964e-03",-2.4
"TULP4",-0.6435,3.9706,-3.82871547627998,"2.385e-03","4.188e-03",-2.4
"RRS1",1.3058,8.0115,3.9940277778495,"1.767e-03","3.194e-03",-2.4
"SIN3A",-0.3145,6.7004,-3.86189802985252,"2.245e-03","3.969e-03",-2.4
"COX7A2",-0.3353,6.9705,-3.86687692436205,"2.225e-03","3.938e-03",-2.4
"PCGF5",0.5264,5.3536,3.84309112566361,"2.323e-03","4.092e-03",-2.4
"SLC6A1",1.6624,0.6464,3.36589311707683,"5.584e-03","9.025e-03",-2.4
"SKIV2L2",0.2336,7.1345,3.85059652285976,"2.292e-03","4.043e-03",-2.4
"NAB1",-0.3045,6.6964,-3.88380105657462,"2.157e-03","3.826e-03",-2.41
