"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ORMDL1",-0.3684,4.809,-3.83806753813117,"2.344e-03","4.124e-03",-2.41
"MAPKAPK5",-0.2414,6.368,-3.87308188308373,"2.200e-03","3.897e-03",-2.41
"ANP32B",0.2129,9.0262,3.9273494178278,"1.994e-03","3.571e-03",-2.41
"TBCK",-0.5355,4.2512,-3.82676714799707,"2.393e-03","4.201e-03",-2.41
"TCP1",0.2786,9.3569,3.90517735887323,"2.075e-03","3.698e-03",-2.41
"TPGS2",-0.2622,3.8819,-3.81926567127594,"2.426e-03","4.251e-03",-2.41
"CMAS",-0.2481,5.0465,-3.84261465947252,"2.325e-03","4.093e-03",-2.42
"SNAPIN",0.5328,5.228,3.85034079840137,"2.293e-03","4.044e-03",-2.42
"ERN1",-0.243,5.8586,-3.83347965317525,"2.364e-03","4.156e-03",-2.42
"CFAP70",0.7219,1.2176,3.45649991599791,"4.722e-03","7.744e-03",-2.42
"NRN1",2.3062,0.2509,3.26488562508873,"6.735e-03","1.069e-02",-2.43
"HSD17B7",-0.6508,8.3441,-3.91376719436815,"2.043e-03","3.648e-03",-2.43
"CNOT8",0.2871,6.5099,3.83712524151904,"2.348e-03","4.130e-03",-2.43
"KARS",-0.4493,8.7801,-3.90723861401487,"2.068e-03","3.688e-03",-2.43
"NKIRAS2",0.556,8.3943,3.91811172507853,"2.027e-03","3.622e-03",-2.43
"FBRSL1",-0.4174,6.5926,-3.83999030037856,"2.336e-03","4.111e-03",-2.44
"SLC38A10",-0.4044,8.1988,-3.89875566215868,"2.100e-03","3.738e-03",-2.44
"WWP1",0.3235,5.9689,3.83204599798953,"2.370e-03","4.165e-03",-2.44
"ABHD2",-0.6257,7.4849,-3.89446458250349,"2.116e-03","3.763e-03",-2.44
"SAMD11",0.7645,6.7885,3.84282154500556,"2.324e-03","4.092e-03",-2.44
"WDR1",-0.3532,7.9222,-3.87964338299949,"2.174e-03","3.855e-03",-2.44
"MCM3",0.4685,7.5643,3.84751648262863,"2.304e-03","4.061e-03",-2.44
"CHST13",-0.3092,3.6527,-3.78316355261432,"2.591e-03","4.520e-03",-2.45
"SNX13",-0.522,5.8,-3.82559371237978,"2.398e-03","4.208e-03",-2.45
"SLC31A1",0.4122,7.3543,3.8477855800522,"2.303e-03","4.060e-03",-2.46
"FAM214A",0.5616,6.8412,3.83040096184551,"2.377e-03","4.176e-03",-2.46
"CNKSR2",1.222,1.0864,3.39166888045705,"5.323e-03","8.645e-03",-2.46
"ARIH2",-0.2036,5.8771,-3.81692432757146,"2.436e-03","4.266e-03",-2.46
"ZBTB17",0.29,6.1156,3.8248321148987,"2.402e-03","4.211e-03",-2.46
"RPS21",-0.3434,6.8888,-3.82392092027169,"2.406e-03","4.218e-03",-2.46
"HEXB",-0.3087,6.2327,-3.87654968682776,"2.186e-03","3.875e-03",-2.47
"PIGC",0.4651,6.3823,3.85053699322808,"2.292e-03","4.043e-03",-2.47
"TPRKB",0.2601,5.854,3.80298783713671,"2.499e-03","4.366e-03",-2.47
"VPS53",0.1945,6.2397,3.80389768960683,"2.495e-03","4.361e-03",-2.48
"GAL3ST1",0.5358,2.7247,3.57780172209858,"3.775e-03","6.329e-03",-2.48
"PLCD3",-0.3537,3.2903,-3.68206571626211,"3.117e-03","5.330e-03",-2.48
"SMAP1",-0.2434,7.0059,-3.85954549810058,"2.255e-03","3.983e-03",-2.48
"B3GLCT",-0.27,5.2034,-3.80781363652335,"2.477e-03","4.333e-03",-2.48
"GDF9",0.7715,0.951,3.43557862522315,"4.908e-03","8.023e-03",-2.49
"SEC61G",-0.3172,6.5488,-3.82028093142646,"2.422e-03","4.245e-03",-2.49
"ZFP64",-0.2197,7.1642,-3.82854259176861,"2.385e-03","4.188e-03",-2.49
"ZFAND5",0.3007,5.8808,3.80350147771887,"2.497e-03","4.363e-03",-2.5
"TAF4B",0.8362,6.641,3.77580916821713,"2.626e-03","4.575e-03",-2.5
"CPNE7",0.7459,1.2764,3.50530163080085,"4.315e-03","7.133e-03",-2.5
"NDUFAF8",1.1938,3.2319,3.55071275286047,"3.968e-03","6.617e-03",-2.51
"ATG3",-0.3297,5.8767,-3.7937810250378,"2.541e-03","4.437e-03",-2.51
"PCGF1",-0.4822,3.7628,-3.72977693708938,"2.856e-03","4.933e-03",-2.52
"SF3B6",0.3504,6.5629,3.81849457874581,"2.429e-03","4.256e-03",-2.52
"WDR54",0.391,3.2958,3.69817251835058,"3.026e-03","5.191e-03",-2.52
"DCLRE1A",0.3014,5.6704,3.77582983091439,"2.626e-03","4.575e-03",-2.52
"DAPK2",0.7953,2.2679,3.57820301995949,"3.772e-03","6.326e-03",-2.52
"RBM39",-0.2028,8.2559,-3.84589226141102,"2.311e-03","4.073e-03",-2.52
"SNORD15",1.5984,0.5343,3.2503028241835,"6.920e-03","1.095e-02",-2.53
"SERINC3",-0.6436,8.6616,-3.88453442483152,"2.155e-03","3.822e-03",-2.53
"CRY1",-0.3686,8.1799,-3.84434043992017,"2.318e-03","4.083e-03",-2.53
"RNF139",0.2734,7.0637,3.8260710626009,"2.396e-03","4.205e-03",-2.53
"STK11",0.2656,6.7853,3.80985369477804,"2.468e-03","4.318e-03",-2.53
"CAMKMT",-0.6331,3.9349,-3.70575800134625,"2.985e-03","5.128e-03",-2.53
"NEDD1",0.2718,7.8189,3.79146190655503,"2.552e-03","4.455e-03",-2.53
"ACLY",-0.8475,10.3486,-3.89147959345573,"2.128e-03","3.781e-03",-2.54
"GMIP",-0.5973,1.4846,-3.49038728940047,"4.435e-03","7.311e-03",-2.54
"NFX1",-0.4224,6.5769,-3.77953670052966,"2.608e-03","4.546e-03",-2.55
"VWA1",-1.1579,0.8155,-3.22040597138934,"7.315e-03","1.154e-02",-2.55
"AS3MT",-0.404,4.7266,-3.73173198474171,"2.846e-03","4.917e-03",-2.55
"TFRC",-0.5952,8.3124,-3.75290565889904,"2.738e-03","4.751e-03",-2.56
"DPP7",-0.2849,5.8511,-3.79516828074538,"2.535e-03","4.427e-03",-2.56
"TUBD1",-0.2962,5.3779,-3.7619779674819,"2.693e-03","4.681e-03",-2.56
"LAMB4",0.7092,1.2252,3.45128899632209,"4.767e-03","7.812e-03",-2.56
"NIPA2",-0.3203,5.5542,-3.7599805598292,"2.703e-03","4.697e-03",-2.56
"BCL7A",0.3946,5.9741,3.78026091216875,"2.605e-03","4.542e-03",-2.57
"LYPD6B",-0.3877,4.4557,-3.74779525372429,"2.764e-03","4.790e-03",-2.57
"KAT6A",0.4555,6.5919,3.75052198616374,"2.750e-03","4.771e-03",-2.57
"gga-mir-1682",-0.4712,4.1172,-3.66261207082118,"3.230e-03","5.505e-03",-2.57
"ACP6",0.3124,4.6638,3.74816256444445,"2.762e-03","4.789e-03",-2.57
"UBLCP1",0.2392,5.6275,3.74314999501857,"2.787e-03","4.828e-03",-2.57
"SUOX",0.4235,5.7297,3.7897905140584,"2.560e-03","4.468e-03",-2.58
"RAB3GAP2",-0.2046,6.0834,-3.74943275026352,"2.756e-03","4.780e-03",-2.58
"ENDOU",-1.0656,2.2194,-3.45002195052344,"4.779e-03","7.827e-03",-2.58
"ARAP2",0.4147,3.2056,3.67732557540105,"3.144e-03","5.370e-03",-2.59
"MRPL3",0.2432,8.2341,3.80476253004104,"2.491e-03","4.356e-03",-2.59
"PANK4",-0.2095,5.6291,-3.74804258229493,"2.763e-03","4.789e-03",-2.59
"DCP2",0.3885,4.237,3.73253885334567,"2.842e-03","4.913e-03",-2.59
"FZD2",-0.3012,5.426,-3.76583961637158,"2.674e-03","4.653e-03",-2.59
"PGAP2",0.4678,5.6743,3.75448438519341,"2.730e-03","4.740e-03",-2.59
"UBE2D2",0.4357,7.718,3.78407885730376,"2.587e-03","4.514e-03",-2.6
"GPAT4",0.2331,6.9605,3.7777250223567,"2.617e-03","4.560e-03",-2.6
"SUN1",-0.4122,6.9393,-3.78017845682132,"2.605e-03","4.542e-03",-2.6
"MRPL47",0.2963,6.296,3.74302977407196,"2.788e-03","4.828e-03",-2.6
"ZDHHC4",0.3474,4.9072,3.74132984099093,"2.797e-03","4.840e-03",-2.61
"USP34",-0.3445,6.5835,-3.71533071761402,"2.933e-03","5.051e-03",-2.61
"SUSD6",-0.5625,6.9,-3.76345013597422,"2.686e-03","4.669e-03",-2.61
"CTNNA1",-0.1828,8.395,-3.81124696477313,"2.462e-03","4.308e-03",-2.61
"WFIKKN1",0.7588,1.9209,3.33227146961009,"5.943e-03","9.550e-03",-2.61
"COX4I1",-0.2785,9.1823,-3.84901810648186,"2.298e-03","4.053e-03",-2.61
"KLHL38",-0.6898,1.7673,-3.32858951025114,"5.984e-03","9.608e-03",-2.61
"PIK3C2A",-0.31,6.3217,-3.74067195715208,"2.800e-03","4.845e-03",-2.61
"HEYL",0.734,4.6713,3.71541713471229,"2.932e-03","5.051e-03",-2.61
"gga-mir-1600",1.7186,-0.3315,3.08080865785087,"9.484e-03","1.462e-02",-2.62
"TTC7B",0.3444,5.2552,3.72085294282109,"2.903e-03","5.004e-03",-2.62
"IQCK",0.4957,2.3787,3.58058877506012,"3.756e-03","6.304e-03",-2.62
"FST",-0.5235,3.8748,-3.64407662543633,"3.342e-03","5.664e-03",-2.62
"GATB",-0.3195,5.3746,-3.73104795676748,"2.850e-03","4.923e-03",-2.63
"UQCRC2",-0.4555,8.1462,-3.76421702993929,"2.682e-03","4.664e-03",-2.63
"NDUFA10",-0.4152,8.0325,-3.79649384730004,"2.529e-03","4.417e-03",-2.63
"GRK3",-0.1814,7.74,-3.7529797854954,"2.738e-03","4.751e-03",-2.63
"CERCAM",0.4272,4.859,3.72651072745273,"2.874e-03","4.960e-03",-2.63
"SENP8",0.3258,5.6345,3.72106945786965,"2.902e-03","5.003e-03",-2.64
"POLH",0.2986,5.856,3.73182322627729,"2.846e-03","4.917e-03",-2.64
"ST6GALNAC3",-0.5144,2.7312,-3.56968019157926,"3.832e-03","6.415e-03",-2.64
"LSM3",0.2809,6.51,3.74287727022075,"2.789e-03","4.828e-03",-2.64
"SLC11A1",0.663,1.1366,3.36731309670302,"5.569e-03","9.003e-03",-2.64
"RASGRF2",0.441,3.0066,3.63457913740509,"3.401e-03","5.755e-03",-2.64
"STAM2",-0.336,7.2573,-3.72450313941725,"2.884e-03","4.975e-03",-2.65
"RASAL2",0.5888,4.5975,3.70457500742236,"2.991e-03","5.137e-03",-2.65
"JKAMP",0.2985,5.0557,3.7066096785618,"2.980e-03","5.122e-03",-2.65
"SOD2",-0.3285,6.0002,-3.7323786322147,"2.843e-03","4.914e-03",-2.65
"SF3B3",0.2113,8.7327,3.75651265186106,"2.720e-03","4.724e-03",-2.65
"TAF15",-0.3933,7.7175,-3.76811157691345,"2.663e-03","4.634e-03",-2.66
"LYSMD3",0.6545,4.3172,3.69367493165871,"3.052e-03","5.228e-03",-2.66
"OXSR1",-0.2665,6.4644,-3.73452312890007,"2.832e-03","4.897e-03",-2.66
"CLIC3",1.596,3.1953,3.45410167750407,"4.743e-03","7.774e-03",-2.66
"FRMPD4",-0.516,2.0684,-3.61713949268244,"3.512e-03","5.924e-03",-2.66
"SLC25A46",-0.3114,4.616,-3.7005221179356,"3.013e-03","5.171e-03",-2.66
"RPS20",-0.3451,11.4138,-3.82551564814029,"2.399e-03","4.208e-03",-2.66
"TMEM154",0.5759,3.7295,3.65506250506387,"3.275e-03","5.566e-03",-2.67
"TRIM62",0.4996,6.0608,3.75364529849459,"2.734e-03","4.747e-03",-2.67
"ANO1",-2.7993,0.9618,-3.19965340336759,"7.603e-03","1.195e-02",-2.67
"APBB1IP",0.4581,4.0512,3.67698230432531,"3.146e-03","5.372e-03",-2.67
"TTBK1",0.5654,4.0427,3.6871864632235,"3.088e-03","5.287e-03",-2.67
"FECH",0.3049,6.367,3.71008152869062,"2.961e-03","5.092e-03",-2.67
"PRDX6",-0.396,9.2242,-3.83112964039422,"2.374e-03","4.171e-03",-2.67
"DENND4A",-0.3972,5.893,-3.69476019366918,"3.045e-03","5.221e-03",-2.67
"SRSF1",0.2297,9.067,3.75742550702089,"2.716e-03","4.717e-03",-2.68
"RSL1D1",0.3022,8.4566,3.77500272832104,"2.630e-03","4.580e-03",-2.69
"SH3GLB1",-0.3657,6.742,-3.71138913486328,"2.954e-03","5.083e-03",-2.69
"RBP1",-1.5947,-0.1403,-3.05318856600829,"9.984e-03","1.532e-02",-2.69
"LRP5",-0.2235,5.9231,-3.69405672700527,"3.049e-03","5.226e-03",-2.69
"DDX1",-0.288,7.936,-3.74238234469347,"2.791e-03","4.832e-03",-2.69
"FAR2",-0.6598,4.6468,-3.67834672349953,"3.138e-03","5.362e-03",-2.69
"PRPF3",0.2038,7.6182,3.72379945016003,"2.888e-03","4.980e-03",-2.7
"MRPL39",0.2308,6.5837,3.70220170793232,"3.004e-03","5.158e-03",-2.7
"NUP37",0.2421,7.1788,3.70228599379761,"3.004e-03","5.158e-03",-2.7
"TTLL1",0.4888,2.7088,3.53533059849006,"4.082e-03","6.788e-03",-2.7
"TUB",0.435,4.5022,3.67861107318717,"3.137e-03","5.360e-03",-2.7
"VIPAS39",0.6086,7.1331,3.71330639736122,"2.944e-03","5.066e-03",-2.7
"MFSD5",0.6494,6.6659,3.74762394174854,"2.765e-03","4.790e-03",-2.71
"PSCA",-2.0833,0.6941,-3.14484275996321,"8.419e-03","1.312e-02",-2.71
"UBA2",0.2709,5.8399,3.68271616310991,"3.113e-03","5.324e-03",-2.71
"RHBDF2",0.2931,4.1222,3.66023263270241,"3.244e-03","5.524e-03",-2.71
"HSDL2",-0.5694,7.5575,-3.73644345887994,"2.822e-03","4.881e-03",-2.71
"PIAS2",0.2608,5.8242,3.67732474615206,"3.144e-03","5.370e-03",-2.71
"KLHDC1",-0.2153,5.2597,-3.67332225484293,"3.167e-03","5.405e-03",-2.71
"ZFAND3",0.2413,5.8297,3.68123156878107,"3.122e-03","5.336e-03",-2.71
"ATPAF2",0.2197,6.777,3.7271699779149,"2.870e-03","4.955e-03",-2.72
"SRPRA",0.3899,8.7646,3.76440460159336,"2.681e-03","4.663e-03",-2.72
"RRM2B",0.2464,5.5631,3.69834592188381,"3.026e-03","5.190e-03",-2.72
"CLEC16A",0.3094,5.5419,3.66838483410787,"3.196e-03","5.451e-03",-2.72
"C9orf78",0.3626,6.2935,3.7009475117585,"3.011e-03","5.168e-03",-2.72
"C9orf85",0.3592,5.4656,3.67594517626208,"3.152e-03","5.381e-03",-2.72
"SPG21",-0.3044,6.4191,-3.69944036069223,"3.019e-03","5.181e-03",-2.73
"HELZ",-0.3318,5.1278,-3.66179874345204,"3.235e-03","5.511e-03",-2.73
"JMJD4",-0.3178,5.7689,-3.68126710291128,"3.122e-03","5.336e-03",-2.73
"COX7A2L",0.2391,7.1212,3.71518620029106,"2.934e-03","5.051e-03",-2.73
"AKAP9",-0.5477,7.0942,-3.64368411268293,"3.344e-03","5.667e-03",-2.73
"HCLS1",-0.6506,2.1804,-3.49245928820356,"4.418e-03","7.286e-03",-2.73
"MEGF11",0.5265,2.3978,3.51289955151018,"4.255e-03","7.050e-03",-2.74
"ELMOD3",0.3734,5.4245,3.68596964184009,"3.095e-03","5.297e-03",-2.74
"RPAP1",0.3069,5.6617,3.65715228258051,"3.263e-03","5.550e-03",-2.74
"HMG20B",-0.3127,5.762,-3.6858748138323,"3.095e-03","5.297e-03",-2.75
"CLSTN2",0.6108,1.7491,3.33500345759091,"5.913e-03","9.505e-03",-2.75
"KCTD18",-1.1034,1.0898,-3.25197211217649,"6.898e-03","1.092e-02",-2.75
"MBNL3",-0.3109,7.5517,-3.65946330049294,"3.249e-03","5.529e-03",-2.75
"CTSZ",-0.4076,8.0299,-3.72794504415076,"2.866e-03","4.949e-03",-2.75
"EIF4G3",0.2939,8.3556,3.70706926183966,"2.978e-03","5.119e-03",-2.75
"AZI2",-0.1897,7.4374,-3.72446691689008,"2.884e-03","4.975e-03",-2.76
"GAS8",0.3232,4.9897,3.65655909189844,"3.266e-03","5.553e-03",-2.76
"MCOLN3",-0.4517,1.9151,-3.39425928182496,"5.298e-03","8.606e-03",-2.76
"GPALPP1",0.3338,5.2541,3.6501773763492,"3.305e-03","5.607e-03",-2.76
"CMTR2",-0.499,4.5221,-3.63688087866058,"3.387e-03","5.734e-03",-2.76
"QRICH1",0.3531,6.7314,3.66208125127716,"3.233e-03","5.510e-03",-2.76
"C15orf62",-1.1379,1.4711,-3.1711788107482,"8.016e-03","1.255e-02",-2.76
"RIC8B",-0.266,6.475,-3.69230194397427,"3.059e-03","5.240e-03",-2.77
"ALG6",-0.2317,5.9034,-3.65019169786644,"3.305e-03","5.607e-03",-2.77
"MLLT6",-0.218,4.1854,-3.62641718905202,"3.452e-03","5.828e-03",-2.77
"ACBD3",0.2607,6.452,3.66056523714115,"3.242e-03","5.523e-03",-2.77
"ERI1",0.2631,5.8082,3.6367491764,"3.387e-03","5.735e-03",-2.77
"SEC61A1",-0.3819,9.3461,-3.75961134253211,"2.705e-03","4.699e-03",-2.78
"SERGEF",0.3546,2.6221,3.51591364673644,"4.231e-03","7.016e-03",-2.78
"LCOR",0.3884,4.85,3.62800576714565,"3.442e-03","5.815e-03",-2.78
"NANOS1",-0.4785,5.4497,-3.670101058643,"3.186e-03","5.435e-03",-2.78
"UQCRC1",-0.4226,8.1856,-3.70459542268573,"2.991e-03","5.137e-03",-2.79
"PEF1",0.6247,7.0612,3.72530241092754,"2.880e-03","4.969e-03",-2.79
"PEMT",-0.948,7.5465,-3.71372647944086,"2.942e-03","5.063e-03",-2.79
"EXOC6B",-0.3816,4.1542,-3.62179295778363,"3.482e-03","5.875e-03",-2.79
"LNPEP",-0.2067,4.5441,-3.62998513676213,"3.430e-03","5.799e-03",-2.79
"RD3",-1.62,0.1808,-3.01531008264224,"1.071e-02","1.631e-02",-2.79
"CNPPD1",0.2923,7.0053,3.66391843686598,"3.223e-03","5.494e-03",-2.79
"CLIP4",-0.3087,5.0126,-3.63164814193367,"3.419e-03","5.784e-03",-2.79
"DYNC1I2",-0.2961,6.6767,-3.6380637055766,"3.379e-03","5.723e-03",-2.8
"RNF157",1.1467,1.2946,3.26676567672175,"6.711e-03","1.066e-02",-2.8
"WT1",1.29,1.3333,3.23394840306748,"7.133e-03","1.128e-02",-2.8
"SEC63",-0.5924,8.6499,-3.71692424214255,"2.924e-03","5.039e-03",-2.81
"TAOK1",0.4007,6.5401,3.63644243426502,"3.389e-03","5.737e-03",-2.81
"FBXW2",0.2804,5.6913,3.61325706683452,"3.537e-03","5.962e-03",-2.81
"CDK2AP2",0.7536,5.1351,3.62929029747296,"3.434e-03","5.803e-03",-2.81
"PTGER3",0.7947,1.2297,3.22217640920647,"7.291e-03","1.151e-02",-2.82
"PDK1",-0.2659,6.639,-3.65855921081423,"3.254e-03","5.537e-03",-2.82
"MAP2K1",0.2309,7.0262,3.6439998514735,"3.343e-03","5.664e-03",-2.82
"CER1",-1.3062,-0.5181,-2.9623260523132,"1.182e-02","1.784e-02",-2.82
"GNL2",0.2671,6.8768,3.62698798830737,"3.449e-03","5.823e-03",-2.82
"NDUFA1",-0.4227,5.3755,-3.61776199732721,"3.508e-03","5.918e-03",-2.82
"CHL1",-2.2192,0.4981,-3.06970606354815,"9.682e-03","1.491e-02",-2.82
"CA9",0.3254,3.783,3.59410611810368,"3.664e-03","6.160e-03",-2.83
"gga-mir-7444",1.5916,-0.4764,2.94251581969912,"1.227e-02","1.844e-02",-2.83
"PEX5",-0.2151,6.3855,-3.62919884513705,"3.435e-03","5.803e-03",-2.83
"MRPL18",0.2866,6.6909,3.63336780539837,"3.408e-03","5.767e-03",-2.83
"COPS7A",0.2431,7.5898,3.67466433547723,"3.160e-03","5.393e-03",-2.83
"ZDHHC3",-0.2391,6.9526,-3.65988316921735,"3.247e-03","5.526e-03",-2.83
"MCUR1",0.3572,6.6222,3.64239558857616,"3.352e-03","5.679e-03",-2.83
"MAPKAP1",-0.2329,6.5647,-3.65262937120016,"3.290e-03","5.589e-03",-2.83
"PEAK1",0.6323,5.6751,3.60782416788287,"3.572e-03","6.020e-03",-2.84
"ELAVL1",-0.228,8.0415,-3.67056844499317,"3.184e-03","5.431e-03",-2.84
"CLRN2",-0.4907,2.5682,-3.44661717666269,"4.809e-03","7.870e-03",-2.84
"NSUN3",-0.197,4.8285,-3.61109126406506,"3.551e-03","5.985e-03",-2.84
"SRCIN1",-0.2223,5.4379,-3.59434030720478,"3.662e-03","6.159e-03",-2.84
"SPRYD7",0.452,6.6955,3.6448559911224,"3.337e-03","5.659e-03",-2.85
"CSTA",-0.4878,3.1971,-3.51272556806835,"4.256e-03","7.051e-03",-2.85
"OTULIN",0.3172,4.0151,3.57405596334564,"3.801e-03","6.370e-03",-2.85
"TIAL1",0.2466,7.0961,3.61583932349176,"3.520e-03","5.937e-03",-2.86
"ATG4C",-0.29,5.0621,-3.59514687653466,"3.656e-03","6.151e-03",-2.86
"SLC6A4",-0.6719,3.2404,-3.38821884520774,"5.358e-03","8.696e-03",-2.86
"LPAR2",0.4787,4.3882,3.56053066413623,"3.897e-03","6.510e-03",-2.87
"GNB2L1",-0.2904,9.7241,-3.7107604187479,"2.958e-03","5.088e-03",-2.87
"KPNA1",0.3102,5.8612,3.60064736896294,"3.620e-03","6.092e-03",-2.87
"CLTCL1",-0.4094,6.2812,-3.6863128136571,"3.093e-03","5.295e-03",-2.87
"SLC12A4",-0.5478,6.9993,-3.60769797216437,"3.573e-03","6.020e-03",-2.88
"MRPL10",0.3173,7.2681,3.6570151187774,"3.264e-03","5.550e-03",-2.89
"TC2N",-2.0922,1.1108,-3.04381734721919,"1.016e-02","1.557e-02",-2.89
"TRIP4",-0.3211,5.6169,-3.59111785148211,"3.684e-03","6.190e-03",-2.89
"SCNN1A",-0.3129,2.8584,-3.48546243871906,"4.476e-03","7.370e-03",-2.9
"ELP3",0.2261,5.8608,3.58146403661195,"3.750e-03","6.295e-03",-2.9
"RPS19",-0.2192,10.0175,-3.71066280485206,"2.958e-03","5.088e-03",-2.9
"PRUNE1",0.4054,6.4256,3.63016314068779,"3.429e-03","5.799e-03",-2.9
"CARNMT1",0.2313,5.2686,3.55273591110199,"3.953e-03","6.596e-03",-2.91
"COL4A1",0.3879,5.1318,3.58309778262711,"3.738e-03","6.277e-03",-2.91
"GNAZ",-0.8816,4.3073,-3.5617426039532,"3.888e-03","6.497e-03",-2.91
"ARFIP2",-0.1883,7.0969,-3.60056387688486,"3.620e-03","6.092e-03",-2.91
"ITSN1",-0.3499,6.7628,-3.56660717257273,"3.854e-03","6.446e-03",-2.91
"SLC12A5",0.6977,1.6478,3.34385607350156,"5.817e-03","9.365e-03",-2.91
"GRM2",-1.076,0.2002,-2.97431533289013,"1.156e-02","1.748e-02",-2.91
"HYOU1",0.2079,7.2345,3.56733428302626,"3.849e-03","6.440e-03",-2.92
"APOA4",-1.8849,4.1866,-3.39748691955524,"5.266e-03","8.559e-03",-2.92
"CAPZB",-0.4205,8.0338,-3.64911390143141,"3.311e-03","5.617e-03",-2.93
"MORN4",0.2841,5.4639,3.57909455849907,"3.766e-03","6.319e-03",-2.93
"MCM6",0.3026,7.8216,3.57958650988951,"3.763e-03","6.314e-03",-2.93
"ASAP1",0.449,5.3789,3.55744574383262,"3.919e-03","6.544e-03",-2.93
"CCDC134",0.246,7.4598,3.65162855801219,"3.296e-03","5.598e-03",-2.94
"BCAT1",0.6336,5.799,3.56495887668636,"3.865e-03","6.462e-03",-2.94
"PSMD12",0.2492,7.2527,3.57210375870421,"3.815e-03","6.389e-03",-2.94
"TPT1",-0.2295,9.9569,-3.68812793922942,"3.083e-03","5.279e-03",-2.94
"SLC25A26",-0.3478,4.2813,-3.54370698551943,"4.020e-03","6.697e-03",-2.94
"PPIB",-0.2998,9.8328,-3.68429278823538,"3.104e-03","5.311e-03",-2.95
"NFKBIA",-0.3794,6.4135,-3.60040979090226,"3.621e-03","6.093e-03",-2.95
"SRP72",-0.3762,7.7597,-3.62528094340618,"3.459e-03","5.839e-03",-2.95
"ZHX1",0.4237,5.2317,3.55415854983564,"3.943e-03","6.581e-03",-2.95
"HDAC11",-0.2718,4.45,-3.5410457076472,"4.039e-03","6.726e-03",-2.95
"PCBP4",0.4633,2.3995,3.4038656826735,"5.205e-03","8.465e-03",-2.95
"COTL1",-0.3829,7.7936,-3.65095184869046,"3.300e-03","5.603e-03",-2.96
"POLA1",0.3125,7.2452,3.55399625795607,"3.944e-03","6.582e-03",-2.96
"ZBTB5",-0.3367,4.8206,-3.548769218373,"3.982e-03","6.638e-03",-2.96
"GUCY1A2",-0.6514,4.5485,-3.51170342689332,"4.264e-03","7.063e-03",-2.96
"DDB1",-0.2161,7.8277,-3.57354333805595,"3.805e-03","6.373e-03",-2.96
"TIMM21",-0.2539,7.5704,-3.64796541572057,"3.318e-03","5.628e-03",-2.96
"B3GALNT2",0.3796,5.98,3.55795016870948,"3.916e-03","6.540e-03",-2.97
"MAPK8IP3",0.3702,5.503,3.54322426347542,"4.023e-03","6.701e-03",-2.97
"C26H6ORF125",0.3385,5.9542,3.56246200290455,"3.883e-03","6.489e-03",-2.97
"DNAJC2",-0.2817,7.8818,-3.58529466681587,"3.723e-03","6.253e-03",-2.97
"PHKG1",0.2895,6.1865,3.57379752618002,"3.803e-03","6.372e-03",-2.97
"UBE2E1",0.2447,7.205,3.60114169332575,"3.616e-03","6.088e-03",-2.97
"ZCCHC8",0.3534,7.0491,3.55130329584485,"3.964e-03","6.611e-03",-2.97
"BICDL1",0.9817,1.016,3.12183361147136,"8.787e-03","1.364e-02",-2.97
"APP",-0.8925,9.3945,-3.65346012994247,"3.285e-03","5.582e-03",-2.97
"SCIN",-0.3097,3.3177,-3.45116977585481,"4.768e-03","7.812e-03",-2.97
"NUTF2",0.3347,7.8213,3.564837616777,"3.866e-03","6.462e-03",-2.98
"ATP13A2",-0.2062,7.0644,-3.5670417628864,"3.851e-03","6.442e-03",-2.98
"MFGE8",-0.3101,7.9645,-3.62980221725303,"3.431e-03","5.800e-03",-2.98
"SOCS3",0.6451,5.0676,3.54949720697542,"3.977e-03","6.630e-03",-2.98
"LSM14A",0.2279,8.3549,3.60620218938216,"3.583e-03","6.035e-03",-2.98
"ENPP6",-0.7841,2.0041,-3.25293698177001,"6.886e-03","1.091e-02",-2.98
"APIP",-0.2839,5.2985,-3.5210161552304,"4.191e-03","6.956e-03",-2.99
"ENO1",-0.3476,11.5332,-3.6504296271735,"3.303e-03","5.607e-03",-2.99
"SLITRK3",-0.8379,1.5905,-3.08957836889967,"9.330e-03","1.440e-02",-2.99
"FNBP1",0.3551,5.8761,3.53539577993224,"4.082e-03","6.788e-03",-3
"LRCH3",0.3665,5.1828,3.50831766481818,"4.291e-03","7.100e-03",-3
"PRKDC",-0.3632,5.7563,-3.50249846155049,"4.337e-03","7.168e-03",-3
"OAZ1",-0.4181,10.632,-3.65094545192879,"3.300e-03","5.603e-03",-3
"VCL",-0.457,6.7401,-3.55175573843874,"3.961e-03","6.607e-03",-3
"TOP3B",0.2151,6.2963,3.52223569731987,"4.182e-03","6.942e-03",-3.01
"SPPL3",0.2307,7.0942,3.5679333330594,"3.844e-03","6.434e-03",-3.01
"RNF20",-0.1929,7.4236,-3.54792906616937,"3.989e-03","6.647e-03",-3.01
"SFXN3",0.3883,5.4269,3.52751329913705,"4.142e-03","6.883e-03",-3.01
"GRP",0.8198,1.4902,3.12795339487487,"8.687e-03","1.352e-02",-3.02
"XPR1",-0.5282,8.0014,-3.5923624060721,"3.675e-03","6.177e-03",-3.02
"UBE2J1",0.3846,5.0906,3.51045255998084,"4.274e-03","7.078e-03",-3.02
"MVB12B",0.2282,6.4072,3.5201963515645,"4.198e-03","6.965e-03",-3.02
